Column1,Column4,Column3,Column4,Column5,Column6
1.136,-0.06306733,-0.05345897,-0.048113073,-0.03904643,-0.027445736
1.14,-0.05826315,-0.04865479,-0.043789311,-0.03424225,-0.024068878
1.1440001,-0.05345897,-0.04385061,-0.039465549,-0.02943807,-0.020692019
1.148,-0.04865479,-0.03904643,-0.035141787,-0.02463389,-0.017315161
1.152,-0.04385061,-0.03424225,-0.030818025,-0.01982971,-0.013938303
1.156,-0.03904643,-0.02943807,-0.026494263,-0.01502553,-0.010561445
1.16,-0.03424225,-0.02463389,-0.022170501,-0.01022135,-0.007184587
1.164,-0.02943807,-0.01982971,-0.017846739,-0.00541717,-0.003807729
1.168,-0.02463389,-0.01502553,-0.013522977,-0.00061299,-0.000430871
1.1720001,-0.01982971,-0.01022135,-0.009199215,-0.00541717,-0.003807729
1.176,-0.01502553,-0.00541717,-0.004875453,-0.01022135,-0.007184587
1.1799999,-0.01022135,-0.00061299,-0.000551691,-0.01502553,-0.010561445
1.184,-0.00541717,-0.00541717,-0.004875453,-0.01982971,-0.013938303
1.188,-0.00061299,-0.01022135,-0.009199215,-0.02463389,-0.017315161
1.192,-0.00541717,-0.01502553,-0.013522977,-0.02943807,-0.020692019
1.196,-0.01022135,-0.01982971,-0.017846739,-0.03424225,-0.024068878
1.2,-0.01502553,-0.02463389,-0.022170501,-0.03904643,-0.027445736
1.204,-0.01982971,-0.02943807,-0.026494263,-0.04385061,-0.030822594
1.2079999,-0.02463389,-0.03424225,-0.030818025,-0.04865479,-0.034199452
1.212,-0.02943807,-0.03904643,-0.035141787,-0.05345897,-0.03757631
1.216,-0.03424225,-0.04385061,-0.039465549,-0.05826315,-0.040953168
1.22,-0.03904643,-0.04865479,-0.043789311,-0.06306733,-0.044330026
1.224,-0.04385061,-0.05345897,-0.048113073,-0.06787151,-0.047706884
1.228,-0.04865479,-0.05826315,-0.052436835,-0.07267569,-0.051083743
1.232,-0.05345897,-0.06306733,-0.056760597,-0.07747987,-0.054460601
1.2359999,-0.05826315,-0.06787151,-0.061084359,-0.08228405,-0.057837459
1.24,-0.06306733,-0.07267569,-0.065408121,-0.08708823,-0.061214317
1.244,-0.06787151,-0.07747987,-0.069731883,-0.09189241,-0.064591175
1.248,-0.07267569,-0.08228405,-0.074055645,-0.09669659,-0.067968033
1.252,-0.07747987,-0.08708823,-0.078379407,-0.10150077,-0.071344891
1.256,-0.08228405,-0.09189241,-0.082703169,-0.10630495,-0.074721749
1.26,-0.08708823,-0.09669659,-0.087026931,-0.11110913,-0.078098607
1.2640001,-0.09189241,-0.10150077,-0.091350693,-0.11591331,-0.081475466
1.268,-0.09669659,-0.10630495,-0.095674455,-0.12071749,-0.084852324
1.272,-0.10150077,-0.11110913,-0.099998217,-0.12552167,-0.088229182
1.276,-0.10630495,-0.11591331,-0.104321979,-0.13032585,-0.09160604
1.28,-0.11110913,-0.12071749,-0.108645741,-0.13513003,-0.094982898
1.284,-0.11591331,-0.12552167,-0.112969503,-0.13993421,-0.098359756
1.288,-0.12071749,-0.13032585,-0.117293265,-0.14473839,-0.101736614
1.2920001,-0.12552167,-0.13513003,-0.121617027,-0.14954257,-0.105113472
1.296,-0.13032585,-0.13993421,-0.125940789,-0.15434675,-0.108490331
1.3,-0.13513003,-0.14473839,-0.130264551,-0.15915093,-0.111867189
1.304,-0.13993421,-0.14954257,-0.134588313,-0.16395511,-0.115244047
1.308,-0.14473839,-0.15434675,-0.138912075,-0.16875929,-0.118620905
1.312,-0.14954257,-0.15915093,-0.143235837,-0.17356347,-0.121997763
1.316,-0.15434675,-0.16395511,-0.147559599,-0.17836765,-0.125374621
1.3200001,-0.15915093,-0.16875929,-0.151883361,-0.18317183,-0.128751479
1.324,-0.16395511,-0.17356347,-0.156207123,-0.18797601,-0.132128337
1.3279999,-0.16875929,-0.17836765,-0.160530885,-0.19278019,-0.135505196
1.332,-0.17356347,-0.18317183,-0.164854647,-0.19758437,-0.138882054
1.336,-0.17836765,-0.18797601,-0.169178409,-0.20238855,-0.142258912
1.34,-0.18317183,-0.19278019,-0.173502171,-0.20719273,-0.14563577
1.344,-0.18797601,-0.19758437,-0.177825933,-0.21199691,-0.149012628
1.348,-0.19278019,-0.20238855,-0.182149695,-0.21680109,-0.152389486
1.352,-0.19758437,-0.20719273,-0.186473457,-0.22160527,-0.155766344
1.3559999,-0.20238855,-0.21199691,-0.190797219,-0.22640945,-0.159143202
1.36,-0.20719273,-0.21680109,-0.195120981,-0.23121363,-0.162520061
1.364,-0.21199691,-0.22160527,-0.199444743,-0.23601781,-0.165896919
1.368,-0.21680109,-0.22640945,-0.203768505,-0.24082199,-0.169273777
1.372,-0.22160527,-0.23121363,-0.208092267,-0.24562617,-0.172650635
1.376,-0.22640945,-0.23601781,-0.212416029,-0.25043035,-0.176027493
1.38,-0.23121363,-0.24082199,-0.216739791,-0.25523453,-0.179404351
1.3839999,-0.23601781,-0.24562617,-0.221063553,-0.26003871,-0.182781209
1.388,-0.24082199,-0.25043035,-0.225387315,-0.26484289,-0.186158067
1.392,-0.24562617,-0.25523453,-0.229711077,-0.26964707,-0.189534926
1.396,-0.25043035,-0.26003871,-0.234034839,-0.27445125,-0.192911784
1.4,-0.25523453,-0.26484289,-0.238358601,-0.27925543,-0.196288642
1.404,-0.26003871,-0.26964707,-0.242682363,-0.28405961,-0.1996655
1.408,-0.26484289,-0.27445125,-0.247006125,-0.28886379,-0.203042358
1.4119999,-0.26964707,-0.27925543,-0.251329887,-0.29366797,-0.206419216
1.416,-0.27445125,-0.28405961,-0.255653649,-0.29847215,-0.209796074
1.42,-0.27925543,-0.28886379,-0.259977411,-0.30327633,-0.213172932
1.424,-0.28405961,-0.29366797,-0.264301173,-0.30808051,-0.21654979
1.428,-0.28886379,-0.29847215,-0.268624935,-0.3137523,-0.220536492
1.432,-0.29366797,-0.30327633,-0.272948697,-0.32112759,-0.225720583
1.436,-0.29847215,-0.30808051,-0.277272459,-0.32997441,-0.231939013
1.4400001,-0.30327633,-0.3137523,-0.28237707,-0.33916126,-0.23839645
1.444,-0.30808051,-0.32112759,-0.289014831,-0.34743618,-0.244212891
1.448,-0.3137523,-0.32997441,-0.296976969,-0.35428045,-0.249023728
1.452,-0.32112759,-0.33916126,-0.305245134,-0.36026006,-0.253226796
1.456,-0.32997441,-0.34743618,-0.312692562,-0.36663289,-0.257706258
1.46,-0.33916126,-0.35428045,-0.318852405,-0.37448735,-0.263227158
1.464,-0.34743618,-0.36026006,-0.324234054,-0.38400701,-0.269918527
1.4680001,-0.35428045,-0.36663289,-0.329969601,-0.39434943,-0.277188214
1.472,-0.36026006,-0.37448735,-0.337038615,-0.40422402,-0.284129064
1.476,-0.36663289,-0.38400701,-0.345606309,-0.41277537,-0.290139808
1.48,-0.37448735,-0.39434943,-0.354914487,-0.42016259,-0.295332285
1.484,-0.38400701,-0.40422402,-0.363801618,-0.42745283,-0.300456594
1.488,-0.39434943,-0.41277537,-0.371497833,-0.43589278,-0.306389035
1.492,-0.40422402,-0.42016259,-0.378146331,-0.44607033,-0.313542835
1.4960001,-0.41277537,-0.42745283,-0.384707547,-0.45752737,-0.321595988
1.5,-0.42016259,-0.43589278,-0.392303502,-0.46907824,-0.329715095
1.5039999,-0.42745283,-0.44607033,-0.401463297,-0.47961891,-0.337124132
1.508,-0.43589278,-0.45752737,-0.411774633,-0.48888119,-0.343634588
1.512,-0.44607033,-0.46907824,-0.422170416,-0.49760978,-0.349769914
1.516,-0.45752737,-0.47961891,-0.431657019,-0.50705001,-0.356405452
1.52,-0.46907824,-0.48888119,-0.439993071,-0.5180994,-0.364172068
1.524,-0.47961891,-0.49760978,-0.447848802,-0.53070328,-0.373031336
1.528,-0.48888119,-0.50705001,-0.456345009,-0.54389504,-0.382303824
1.5319999,-0.49760978,-0.5180994,-0.46628946,-0.55645171,-0.391129907
1.536,-0.50705001,-0.53070328,-0.477632952,-0.56772924,-0.399056883
1.54,-0.5180994,-0.54389504,-0.489505536,-0.57809481,-0.406342842
1.544,-0.53070328,-0.55645171,-0.500806539,-0.58868041,-0.41378346
1.548,-0.54389504,-0.56772924,-0.510956316,-0.60061564,-0.422172733
1.552,-0.55645171,-0.57809481,-0.520285329,-0.61427399,-0.431773188
1.556,-0.56772924,-0.58868041,-0.529812369,-0.62902999,-0.44214518
1.5599999,-0.57809481,-0.60061564,-0.540554076,-0.64369611,-0.452453996
1.564,-0.58868041,-0.61427399,-0.552846591,-0.65733196,-0.462038635
1.568,-0.60061564,-0.62902999,-0.566126991,-0.66988095,-0.47085932
1.572,-0.61427399,-0.64369611,-0.579326499,-0.68221124,-0.479526281
1.576,-0.62902999,-0.65733196,-0.591598764,-0.69551496,-0.488877465
1.58,-0.64369611,-0.66988095,-0.602892855,-0.71050742,-0.499415666
1.584,-0.65733196,-0.68221124,-0.613990116,-0.72694573,-0.510970154
1.5880001,-0.66988095,-0.69551496,-0.625963464,-0.74380265,-0.522818883
1.592,-0.68221124,-0.71050742,-0.639456678,-0.75996649,-0.534180446
1.596,-0.69551496,-0.72694573,-0.654251157,-0.77500183,-0.544748786
1.6,-0.71050742,-0.74380265,-0.669422385,-0.78944268,-0.55489926
1.604,-0.72694573,-0.75996649,-0.683969841,-0.80443248,-0.56543559
1.608,-0.74380265,-0.77500183,-0.697501647,-0.82094714,-0.577043745
1.612,-0.75996649,-0.78944268,-0.710498412,-0.83914192,-0.589832856
1.6160001,-0.77500183,-0.80443248,-0.723989232,-0.85825321,-0.603266181
1.62,-0.78944268,-0.82094714,-0.738852426,-0.87711933,-0.616527177
1.624,-0.80443248,-0.83914192,-0.755227728,-0.89497554,-0.629078307
1.628,-0.82094714,-0.85825321,-0.772427889,-0.91197206,-0.641025161
1.632,-0.83914192,-0.87711933,-0.789407397,-0.92907644,-0.65304783
1.636,-0.85825321,-0.89497554,-0.805477986,-0.94742007,-0.665941567
1.64,-0.87711933,-0.91197206,-0.820774854,-0.96753832,-0.680082685
1.6440001,-0.89497554,-0.92907644,-0.836168796,-0.98901777,-0.695180591
1.648,-0.91197206,-0.94742007,-0.852678063,-1.0107814,-0.710478246
1.652,-0.92907644,-0.96753832,-0.870784488,-1.0318196,-0.725265997
1.656,-0.94742007,-0.98901777,-0.890115993,-1.0518793,-0.73936596
1.66,-0.96753832,-1.0107814,-0.90970326,-1.0716299,-0.753248657
1.664,-0.98901777,-1.0318196,-0.92863764,-1.0922103,-0.76771462
1.668,-1.0107814,-1.0518793,-0.94669137,-1.1144588,-0.783353091
1.6720001,-1.0318196,-1.0716299,-0.96446691,-1.1383545,-0.800149378
1.676,-1.0518793,-1.0922103,-0.98298927,-1.1630426,-0.817502644
1.6799999,-1.0716299,-1.1144588,-1.00301292,-1.1874186,-0.834636534
1.684,-1.0922103,-1.1383545,-1.02451905,-1.2108876,-0.851132894
1.688,-1.1144588,-1.1630426,-1.04673834,-1.2337792,-0.8672234
1.692,-1.1383545,-1.1874186,-1.06867674,-1.2571203,-0.883629859
1.696,-1.1630426,-1.2108876,-1.08979884,-1.2819536,-0.901085185
1.7,-1.1874186,-1.2337792,-1.11040128,-1.3086285,-0.919834973
1.704,-1.2108876,-1.2571203,-1.13140827,-1.3365717,-0.939476248
1.7079999,-1.2337792,-1.2819536,-1.15375824,-1.3646791,-0.959232939
1.712,-1.2571203,-1.3086285,-1.17776565,-1.3920604,-0.978479255
1.716,-1.2819536,-1.3365717,-1.20291453,-1.4186503,-0.997169296
1.72,-1.3086285,-1.3646791,-1.22821119,-1.4452587,-1.01587234
1.724,-1.3365717,-1.3920604,-1.25285436,-1.4730262,-1.035390116
1.728,-1.3646791,-1.4186503,-1.27678527,-1.502661,-1.056220417
1.732,-1.3920604,-1.4452587,-1.30073283,-1.533972,-1.078228919
1.7359999,-1.4186503,-1.4730262,-1.32572358,-1.5660011,-1.100742173
1.74,-1.4452587,-1.502661,-1.3523949,-1.5976762,-1.123006601
1.744,-1.4730262,-1.533972,-1.3805748,-1.628546,-1.144704983
1.748,-1.502661,-1.5660011,-1.40940099,-1.6590842,-1.166170284
1.752,-1.533972,-1.5976762,-1.43790858,-1.6903816,-1.188169227
1.756,-1.5660011,-1.628546,-1.4656914,-1.7234077,-1.211383272
1.76,-1.5976762,-1.6590842,-1.49317578,-1.7583668,-1.235956024
1.7640001,-1.628546,-1.6903816,-1.52134344,-1.7945598,-1.261396083
1.768,-1.6590842,-1.7234077,-1.55106693,-1.8308646,-1.286914727
1.772,-1.6903816,-1.7583668,-1.58253012,-1.8664983,-1.311961655
1.776,-1.7234077,-1.7945598,-1.61510382,-1.9015562,-1.336603853
1.78,-1.7583668,-1.8308646,-1.64777814,-1.9369576,-1.361487497
1.784,-1.7945598,-1.8664983,-1.67984847,-1.9738342,-1.387408059
1.788,-1.8308646,-1.9015562,-1.71140058,-2.0127744,-1.414779126
1.7920001,-1.8664983,-1.9369576,-1.74326184,-2.0534317,-1.443357142
1.796,-1.9015562,-1.9738342,-1.77645078,-2.0947662,-1.472411162
1.8,-1.9369576,-2.0127744,-1.81149696,-2.1357425,-1.501213403
1.804,-1.9738342,-2.0534317,-1.84808853,-2.1760392,-1.529537954
1.808,-2.0127744,-2.0947662,-1.88528958,-2.2162711,-1.557816956
1.812,-2.0534317,-2.1357425,-1.92216825,-2.2575859,-1.586857129
1.816,-2.0947662,-2.1760392,-1.95843528,-2.3008933,-1.617297901
1.8200001,-2.1357425,-2.2162711,-1.99464399,-2.3462586,-1.64918517
1.824,-2.1760392,-2.2575859,-2.03182731,-2.3928696,-1.681948042
1.8279999,-2.2162711,-2.3008933,-2.07080397,-2.439579,-1.714780079
1.832,-2.2575859,-2.3462586,-2.11163274,-2.4856939,-1.747194242
1.836,-2.3008933,-2.3928696,-2.15358264,-2.5314485,-1.779355151
1.84,-2.3462586,-2.439579,-2.1956211,-2.577861,-1.811978497
1.844,-2.3928696,-2.4856939,-2.23712451,-2.6260535,-1.845853005
1.848,-2.439579,-2.5314485,-2.27830365,-2.6765076,-1.881317192
1.852,-2.4856939,-2.577861,-2.3200749,-2.7287407,-1.918031838
1.8559999,-2.5314485,-2.6260535,-2.36344815,-2.7816402,-1.955214897
1.86,-2.577861,-2.6765076,-2.40885684,-2.8342123,-1.992167826
1.864,-2.6260535,-2.7287407,-2.45586663,-2.8862665,-2.028756723
1.868,-2.6765076,-2.7816402,-2.50347618,-2.9385553,-2.06551052
1.872,-2.7287407,-2.8342123,-2.55079107,-2.9922752,-2.103270238
1.876,-2.7816402,-2.8862665,-2.59763985,-3.0482704,-2.142629264
1.88,-2.8342123,-2.9385553,-2.64469977,-3.1064614,-2.183531718
1.8839999,-2.8862665,-2.9922752,-2.69304768,-3.1659057,-2.225315117
1.888,-2.9385553,-3.0482704,-2.74344336,-3.2254306,-2.267155169
1.892,-2.9922752,-3.1064614,-2.79581526,-3.284437,-2.308630767
1.896,-3.0482704,-3.1659057,-2.84931513,-3.3433178,-2.350018082
1.9,-3.1064614,-3.2254306,-2.90288754,-3.4032156,-2.392120245
1.904,-3.1659057,-3.284437,-2.9559933,-3.4652609,-2.435731887
1.908,-3.2254306,-3.3433178,-3.00898602,-3.5298219,-2.481111814
1.9119999,-3.284437,-3.4032156,-3.06289404,-3.5962572,-2.527809186
1.916,-3.3433178,-3.4652609,-3.11873481,-3.6633408,-2.574962248
1.92,-3.4032156,-3.5298219,-3.17683971,-3.7300956,-2.621884197
1.924,-3.4652609,-3.5962572,-3.23663148,-3.7964593,-2.668531242
1.928,-3.5298219,-3.6633408,-3.29700672,-3.8633502,-2.715548856
1.932,-3.5962572,-3.7300956,-3.35708604,-3.9320575,-2.763843217
1.936,-3.6633408,-3.7964593,-3.41681337,-4.0033898,-2.81398269
1.9400001,-3.7300956,-3.8633502,-3.47701518,-4.0771346,-2.86581791
1.944,-3.7964593,-3.9320575,-3.53885175,-4.1521938,-2.918577022
1.948,-3.8633502,-4.0033898,-3.60305082,-4.2273308,-2.971390819
1.952,-3.9320575,-4.0771346,-3.66942114,-4.3020074,-3.023881001
1.956,-4.0033898,-4.1521938,-3.73697442,-4.3767687,-3.076430719
1.96,-4.0771346,-4.2273308,-3.80459772,-4.4528928,-3.129938349
1.964,-4.1521938,-4.3020074,-3.87180666,-4.531544,-3.185222278
1.9680001,-4.2273308,-4.3767687,-3.93909183,-4.6130013,-3.242478614
1.972,-4.3020074,-4.4528928,-4.00760352,-4.6964624,-3.301143421
1.976,-4.3767687,-4.531544,-4.0783896,-4.7805877,-3.360275094
1.98,-4.4528928,-4.6130013,-4.15170117,-4.8644082,-3.419192524
1.984,-4.531544,-4.6964624,-4.22681616,-4.948001,-3.477949903
1.988,-4.6130013,-4.7805877,-4.30252893,-5.0324599,-3.537316064
1.992,-4.6964624,-4.8644082,-4.37796738,-5.119177,-3.598269513
1.9960001,-4.7805877,-4.948001,-4.4532009,-5.2089179,-3.661348392
2,-4.8644082,-5.0324599,-4.52921391,-5.301296,-3.726280958
2.0039999,-4.948001,-5.119177,-4.6072593,-5.3950301,-3.792166657
2.0079999,-5.0324599,-5.2089179,-4.68802611,-5.4888022,-3.858079066
2.0120001,-5.119177,-5.301296,-4.7711664,-5.5821638,-3.923702935
2.016,-5.2089179,-5.3950301,-4.85552709,-5.6758692,-3.989568461
2.02,-5.301296,-5.4888022,-4.93992198,-5.7713963,-4.056714459
2.0239999,-5.3950301,-5.5821638,-5.02394742,-5.8699731,-4.126004092
2.0280001,-5.4888022,-5.6758692,-5.10828228,-5.9717571,-4.197548066
2.0320001,-5.5821638,-5.7713963,-5.19425667,-6.0757182,-4.270622323
2.036,-5.6758692,-5.8699731,-5.28297579,-6.1803282,-4.344152692
2.04,-5.7713963,-5.9717571,-5.37458139,-6.2845971,-4.417443302
2.0439999,-5.8699731,-6.0757182,-5.46814638,-6.3887722,-4.490667979
2.0480001,-5.9717571,-6.1803282,-5.56229538,-6.4942033,-4.5647755
2.052,-6.0757182,-6.2845971,-5.65613739,-6.6024651,-4.640872719
2.056,-6.1803282,-6.3887722,-5.74989498,-6.7143093,-4.719488007
2.0599999,-6.2845971,-6.4942033,-5.84478297,-6.8291504,-4.800209816
2.0639999,-6.3887722,-6.6024651,-5.94221859,-6.9454493,-4.881956313
2.0680001,-6.4942033,-6.7143093,-6.04287837,-7.0617509,-4.963704708
2.072,-6.6024651,-6.8291504,-6.14623536,-7.1776906,-5.045198723
2.076,-6.7143093,-6.9454493,-6.25090437,-7.2942873,-5.127154543
2.0799999,-6.8291504,-7.0617509,-6.35557581,-7.4132953,-5.210805266
2.0840001,-6.9454493,-7.1776906,-6.45992154,-7.5360518,-5.29709081
2.0880001,-7.0617509,-7.2942873,-6.56485857,-7.6625774,-5.386025654
2.092,-7.1776906,-7.4132953,-6.67196577,-7.7915485,-5.476679441
2.096,-7.2942873,-7.5360518,-6.78244662,-7.921184,-5.567800234
2.0999999,-7.4132953,-7.6625774,-6.89631966,-8.05046,-5.658668334
2.1040001,-7.5360518,-7.7915485,-7.01239365,-8.1798558,-5.749620642
2.108,-7.6625774,-7.921184,-7.1290656,-8.3110844,-5.841861225
2.112,-7.7915485,-8.05046,-7.245414,-8.4459801,-5.936679412
2.1159999,-7.921184,-8.1798558,-7.36187022,-8.5852791,-6.034592679
2.1199999,-8.05046,-8.3110844,-7.47997596,-8.7281112,-6.134989362
2.1240001,-8.1798558,-8.4459801,-7.60138209,-8.8725714,-6.236530437
2.128,-8.3110844,-8.5852791,-7.72675119,-9.0170097,-6.338056118
2.132,-8.4459801,-8.7281112,-7.85530008,-9.1612016,-6.439408605
2.1359999,-8.5852791,-8.8725714,-7.98531426,-9.3065723,-6.54158967
2.1400001,-8.7281112,-9.0170097,-8.11530873,-9.4553085,-6.646136345
2.1440001,-8.8725714,-9.1612016,-8.24508144,-9.6089179,-6.754108392
2.148,-9.0170097,-9.3065723,-8.37591507,-9.7672202,-6.865379079
2.152,-9.1612016,-9.4553085,-8.50977765,-9.9284408,-6.978701038
2.1559999,-9.3065723,-9.6089179,-8.64802611,-10.090404,-7.092544972
2.1600001,-9.4553085,-9.7672202,-8.79049818,-10.252039,-7.206158213
2.164,-9.6089179,-9.9284408,-8.93559672,-10.414206,-7.320145397
2.168,-9.7672202,-10.090404,-9.0813636,-10.579208,-7.436125303
2.1719999,-9.9284408,-10.252039,-9.2268351,-10.749323,-7.555699137
2.1760001,-10.090404,-10.414206,-9.3727854,-10.925294,-7.679389153
2.1800001,-10.252039,-10.579208,-9.5212872,-11.105813,-7.806275958
2.184,-10.414206,-10.749323,-9.6743907,-11.288385,-7.934605817
2.188,-10.579208,-10.925294,-9.8327646,-11.471039,-8.062993313
2.1919999,-10.749323,-11.105813,-9.9952317,-11.653752,-8.191422281
2.1960001,-10.925294,-11.288385,-10.1595465,-11.838621,-8.321366701
2.2,-11.105813,-11.471039,-10.3239351,-12.028556,-8.454872012
2.204,-11.288385,-11.653752,-10.4883768,-12.225403,-8.593235769
2.2079999,-11.471039,-11.838621,-10.6547589,-12.428708,-8.736138853
2.2119999,-11.653752,-12.028556,-10.8257004,-12.636005,-8.881847915
2.2160001,-11.838621,-12.225403,-11.0028627,-12.844488,-9.028390615
2.22,-12.028556,-12.428708,-11.1858372,-13.053021,-9.174968461
2.224,-12.225403,-12.636005,-11.3724045,-13.263092,-9.322627367
2.2279999,-12.428708,-12.844488,-11.5600392,-13.478014,-9.473696041
2.2320001,-12.636005,-13.053021,-11.7477189,-13.700832,-9.630314813
2.2360001,-12.844488,-13.263092,-11.9367828,-13.932337,-9.793039677
2.24,-13.053021,-13.478014,-12.1302126,-14.170525,-9.960462023
2.244,-13.263092,-13.700832,-12.3307488,-14.411935,-10.13014911
2.2479999,-13.478014,-13.932337,-12.5391033,-14.654092,-10.30036127
2.2520001,-13.700832,-14.170525,-12.7534725,-14.897427,-10.47140144
2.256,-13.932337,-14.411935,-12.9707415,-15.145314,-10.64564121
2.26,-14.170525,-14.654092,-13.1886828,-15.402079,-10.82612133
2.2639999,-14.411935,-14.897427,-13.4076843,-15.670278,-11.01463841
2.2679999,-14.654092,-15.145314,-13.6307826,-15.949038,-11.21057881
2.2720001,-14.897427,-15.402079,-13.8618711,-16.234652,-11.41133689
2.276,-15.145314,-15.670278,-14.1032502,-16.523153,-11.61412424
2.28,-15.402079,-15.949038,-14.3541342,-16.813302,-11.81806998
2.2839999,-15.670278,-16.234652,-14.6111868,-17.107911,-12.02515064
2.2880001,-15.949038,-16.523153,-14.8708377,-17.41246,-12.23921813
2.2920001,-16.234652,-16.813302,-15.1319718,-17.731833,-12.46370542
2.296,-16.523153,-17.107911,-15.3971199,-18.067301,-12.69950587
2.3,-16.813302,-17.41246,-15.671214,-18.415782,-12.94445317
2.3039999,-17.107911,-17.731833,-15.9586497,-18.772051,-13.19487465
2.3080001,-17.41246,-18.067301,-16.2605709,-19.132668,-13.44835234
2.312,-17.731833,-18.415782,-16.5742038,-19.499089,-13.70590966
2.316,-18.067301,-18.772051,-16.8948459,-19.877661,-13.97200792
2.3199999,-18.415782,-19.132668,-17.2194012,-20.276301,-14.25221197
2.3239999,-18.772051,-19.499089,-17.5491801,-20.69994,-14.54998783
2.3280001,-19.132668,-19.877661,-17.8898949,-21.147746,-14.86475066
2.332,-19.499089,-20.276301,-18.2486709,-21.614081,-15.19253753
2.336,-19.877661,-20.69994,-18.629946,-22.092997,-15.52916759
2.3399999,-20.276301,-21.147746,-19.0329714,-22.583699,-15.87408203
2.3440001,-20.69994,-21.614081,-19.4526729,-23.093212,-16.23221871
2.348,-21.147746,-22.092997,-19.8836973,-23.634093,-16.61240397
2.352,-21.614081,-22.583699,-20.3253291,-24.218455,-17.02315202
2.3559999,-22.092997,-23.093212,-20.7838908,-24.852078,-17.46852563
2.3599999,-22.583699,-23.634093,-21.2706837,-25.532495,-17.94679074
2.3640001,-23.093212,-24.218455,-21.7966095,-26.25287,-18.45314232
2.368,-23.634093,-24.852078,-22.3668702,-27.010338,-18.98556658
2.372,-24.218455,-25.532495,-22.9792455,-27.814159,-19.55057236
2.3759999,-24.852078,-26.25287,-23.627583,-28.688145,-20.16489712
2.3800001,-25.532495,-27.010338,-24.3093042,-29.665567,-20.85192704
2.3840001,-26.25287,-27.814159,-25.0327431,-30.780194,-21.63539836
2.388,-27.010338,-28.688145,-25.8193305,-32.059688,-22.5347547
2.392,-27.814159,-29.665567,-26.6990103,-33.52663,-23.56586823
2.3959999,-28.688145,-30.780194,-27.7021746,-35.209982,-24.74909635
2.4000001,-29.665567,-32.059688,-28.8537192,-37.164376,-26.12283989
2.404,-30.780194,-33.52663,-30.173967,-39.476394,-27.74795734
2.408,-32.059688,-35.209982,-31.6889838,-42.154741,-29.63056745
2.4119999,-33.52663,-37.164376,-33.4479384,-44.462434,-31.25264486
2.4159999,-35.209982,-39.476394,-35.5287546,-44.215923,-31.07937228
2.4200001,-37.164376,-42.154741,-37.9392669,-41.758769,-29.35223873
2.424,-39.476394,-44.462434,-40.0161906,-39.195943,-27.55082833
